Anyo;Semana;Zona Hidrográfica;Embalse Hidroeléctrico;Embalses;Ríos;AguaEmbalsada (hm3) Capacidad;AguaEmbalsada (hm3) Actual;AguaEmbalsada (hm3) (+ / -)SemanaAnterior;EnergíaDisponible GWh Capacidad;EnergíaDisponible GWh Actual;
2018;7;Ebro;NO;Santolea;Guadalope;43;17;0;12;5;
2018;7;Ebro;SI;Sistema Aguas Limpias;Aguas Limpias;18;5;-1;68;20;
2018;7;Ebro;SI;Sistema Alto Caldarés;Caldarés;18;7;0;70;27;
2018;7;Ebro;SI;Sistema Capdella;Flamisell;50;30;0;191;115;
2018;7;Ebro;SI;Sistema Escarra;Escarra;5;1;-1;14;2;
2018;7;Ebro;SI;Sistema Lagos Espot;Espot;10;9;0;33;29;
2018;7;Ebro;SI;Sistema Valle de Arán;Valartíes;22;12;0;172;92;
2018;7;Ebro;SI;Sobrón;Ebro;20;19;0;12;12;
2018;7;Ebro;NO;Sotonera;Sotón;189;109;3;44;16;
2018;7;Ebro;SI;Terradets;Noguera-Pallaresa;33;31;0;19;18;
2018;7;Ebro;NO;Torcas, Las;Huerva;7;1;0;2;0;
2018;7;Ebro;NO;Tranquera, La;Piedra;82;25;1;29;9;
2018;7;Ebro;SI;Tremp ó Talárn;Noguera-Pallaresa;227;101;-5;213;91;
2018;7;Ebro;SI;Ullivarri;Zadorra;146;128;0;85;75;
2018;7;Ebro;NO;Urdalur;Alzama;6;6;0;4;4;
2018;7;Ebro;SI;Urdiceto;Urdiceto;5;2;0;13;5;
2018;7;Ebro;SI;Urrunaga;Sta.Engracia;72;49;1;37;25;
2018;7;Ebro;NO;Vadiello;Guatizalema;16;8;0;3;2;
2018;7;Ebro;NO;Val, El;Val;24;14;0;9;5;
2018;7;Ebro;NO;Yesa;Aragón;447;308;-1;152;103;
2018;7;Cuencas Internas de Cataluña;NO;Boadella;Muga;61;23;1;0;0;
2018;7;Cuencas Internas de Cataluña;NO;La Baells;Llobregat;109;54;2;0;0;
2018;7;Cuencas Internas de Cataluña;NO;La Llosa del Cavall;Cardener;80;28;0;0;0;
2018;7;Cuencas Internas de Cataluña;NO;Riudecanyes;Riudecanyes;5;1;0;0;0;
2018;7;Cuencas Internas de Cataluña;NO;Sant Pons;Cardener;24;22;0;0;0;
2018;7;Cuencas Internas de Cataluña;NO;Sau;Ter;165;76;4;77;31;
2018;7;Cuencas Internas de Cataluña;NO;Susqueda;Ter;233;106;4;78;29;
2018;8;Cantábrico Oriental;NO;Añarbe;Añarbe;38;34;0;0;0;
2018;8;Cantábrico Oriental;NO;Ibiur;Ibiur;8;8;0;0;0;
2018;8;Cantábrico Oriental;NO;Ordunte;Ordunte;22;22;0;0;0;
2018;8;Cantábrico Oriental;NO;San Antón;Endara;5;5;0;0;0;
2018;8;Cantábrico Occidental;NO;Alfilorios;Barrea;8;8;0;0;0;
2018;8;Cantábrico Occidental;SI;Alsa - Mediajo;Torina;22;22;1;27;18;
2018;8;Cantábrico Occidental;SI;Arbón;Navia;41;38;-1;1;1;
2018;8;Cantábrico Occidental;SI;Barca, La;Narcea;34;20;2;3;1;
2018;8;Cantábrico Occidental;SI;Cohilla, La;Nansa;12;10;4;16;13;
2018;8;Cantábrico Occidental;SI;Doiras;Navia;97;92;2;19;17;
2018;8;Cantábrico Occidental;NO;Rioseco;Nalón;4;3;0;0;0;
2018;8;Cantábrico Occidental;SI;Salime;Navia;266;212;30;104;79;
2018;8;Cantábrico Occidental;NO;Tanes;Nalón;34;22;0;6;3;
2018;8;Miño - Sil;SI;Albarellos;Avia;91;38;9;32;12;
2018;8;Miño - Sil;SI;Bao;Bibey;238;179;8;290;205;
2018;8;Miño - Sil;NO;Bárcena;Sil;341;173;26;333;130;
2018;8;Miño - Sil;SI;Belesar;Miño;655;444;107;370;231;
2018;8;Miño - Sil;SI;Campañana, La;Sil;14;11;1;8;5;
2018;8;Miño - Sil;SI;Castrelo;Miño;60;50;-1;4;3;
2018;8;Miño - Sil;SI;Cenza;Cenza;40;26;1;112;69;
2018;8;Miño - Sil;SI;Chandrexa;Navea;61;48;7;101;75;
2018;8;Miño - Sil;SI;Conchas, Las;Limia;80;34;3;30;12;
2018;8;Miño - Sil;SI;Edrada-Mao;Mao;14;11;3;22;18;
2018;8;Miño - Sil;SI;Frieira;Miño;44;37;0;1;1;
2018;8;Miño - Sil;SI;Guístolas;Navea;5;4;0;4;4;
2018;8;Miño - Sil;SI;Matalavilla;Valseco;65;33;1;115;50;
2018;8;Miño - Sil;SI;Montefurado;Bibey-Sil;10;8;-2;4;3;
2018;8;Miño - Sil;SI;Peares, Os;Miño;182;177;-1;50;49;
2018;8;Miño - Sil;SI;Peñarrubia;Sil;13;11;-1;5;4;
2018;8;Miño - Sil;SI;Pías (San Agustín);Bibey;10;6;0;19;10;
2018;8;Miño - Sil;SI;Portas, Las;Camba;536;167;3;906;189;
2018;8;Miño - Sil;SI;Prada;Jares;122;72;3;221;129;
2018;8;Miño - Sil;SI;Rozas, Las;Sil;28;24;12;55;44;
2018;8;Miño - Sil;SI;Salas;Salas;87;34;1;79;29;
2018;8;Miño - Sil;SI;San. Estevo;Sil;213;197;3;77;70;
2018;8;Miño - Sil;SI;San Martiño;Sil;10;9;0;2;2;
2018;8;Miño - Sil;SI;San Pedro;Sil;6;5;0;1;0;
2018;8;Miño - Sil;SI;San Sebastián;Bibey;46;21;3;116;52;
2018;8;Miño - Sil;SI;Santa Eulalia;Jares;10;9;1;7;5;
2018;8;Miño - Sil;SI;Sequeiros;Sil;11;10;0;3;3;
2018;8;Miño - Sil;SI;Velle;Miño;17;12;-1;1;1;
2018;8;Miño - Sil;NO;Vilasouto;Mao;21;8;1;0;0;
2018;8;Galicia Costa;SI;Barrie de la Maza;Tambre;31;23;0;8;6;
2018;8;Galicia Costa;NO;Cecebre;Mero;22;14;1;0;0;
2018;8;Galicia Costa;NO;Eiras;Oitavén;22;18;0;0;0;
2018;8;Galicia Costa;SI;Eume;Eume;123;123;0;54;54;
2018;8;Galicia Costa;SI;Fervenza;Jallas;103;84;17;112;91;
2018;8;Galicia Costa;NO;Forcadas, As;Forcadas;11;8;0;0;0;
2018;8;Galicia Costa;SI;Portodemouros;Ulla;297;196;33;39;21;
2018;8;Galicia Costa;SI;Ribeira, A;Eume;33;30;-1;16;14;
2018;8;Galicia Costa;NO;Riocobo;Cobo;6;4;0;0;0;
2018;8;Galicia Costa;SI;Sta Uxia;Jallas;18;15;1;7;5;
2018;8;Galicia Costa;NO;Villagudín;Veduino;18;16;0;0;0;
2018;8;Cuencas Internas del País Vasco;NO;Ibai-Eder;Ibai-Eder;11;11;0;0;0;
2018;8;Cuencas Internas del País Vasco;NO;Urkulu;Urkulu;10;10;0;0;0;
2018;8;Duero;SI;Agavanzal, Nª Sª de;Tera;36;27;0;34;22;
2018;8;Duero;NO;Águeda;Águeda;22;5;0;0;0;
2018;8;Duero;NO;Aguilar;Pisuerga;247;43;6;66;11;
2018;8;Duero;SI;Aldeadávila;Duero;114;104;-4;35;30;
2018;8;Duero;SI;Almendra;Tormes;2.649;892;10;3.458;1.087;
2018;8;Duero;NO;Arlanzón;Arlanzón;22;20;4;4;4;
2018;8;Duero;NO;Barrios de Luna;Luna;308;125;22;252;96;
2018;8;Duero;SI;Burgomillodo;Duratón;14;10;1;6;4;
2018;8;Duero;NO;Camporredondo;Carrión;70;16;2;47;8;
2018;8;Duero;NO;Casares de Arbas;Casares;37;15;0;0;0;
2018;8;Duero;SI;Castro;Duero;27;25;0;14;13;
2018;8;Duero;NO;Castro de las Cogotas;Adaja;59;12;1;18;4;
2018;8;Duero;SI;Cernadilla;Tera;255;32;0;297;32;
2018;8;Duero;NO;Cervera;Rivera;10;5;1;3;1;
2018;8;Duero;NO;Compuerto;Carrión;95;34;3;42;14;
2018;8;Duero;NO;Cuerda del Pozo;Duero;249;85;7;58;20;
2018;8;Duero;NO;Linares del Arroyo;Riaza;55;24;5;14;6;
2018;8;Duero;NO;Pontón Alto, El;Eresma;7;7;1;0;0;
2018;8;Duero;NO;Porma-(Juan Benet);Porma;318;131;14;137;50;
2018;8;Duero;SI;Puente Porto;Segundera;23;5;0;54;11;
2018;8;Duero;SI;Rábanos;Duero;8;8;0;3;3;
2018;8;Duero;NO;Requejada;Pisuerga;66;11;4;26;4;
2018;8;Duero;NO;Riaño;Esla;641;260;26;372;107;
2018;8;Duero;SI;Ricobayo;Esla;1.145;331;8;945;247;
2018;8;Duero;NO;San José;Duero;6;6;0;2;2;
2018;8;Duero;NO;Santa Teresa;Tormes;496;190;2;406;146;
2018;8;Duero;SI;Saucelle;Duero;181;177;-1;10;9;
2018;8;Duero;NO;Serones;Voltoya;6;2;0;0;0;
2018;8;Duero;NO;Úzquiza;Arlanzón;75;21;1;15;4;
2018;8;Duero;SI;Valparaíso;Tera;169;140;1;165;128;
2018;8;Duero;SI;Vencías, Las;Duratón;5;5;0;2;2;
2018;8;Duero;NO;Villagonzalo;Tormes;6;6;0;3;3;
2018;8;Duero;SI;Villalcampo;Duero;66;61;-1;41;37;
2018;8;Duero;NO;Villameca;Tuerto;20;10;2;6;3;
2018;8;Tajo;NO;Aceña;Aceña;24;6;0;0;0;
2018;8;Tajo;SI;Alcántara;Tajo;3.160;1.477;-12;791;243;
2018;8;Tajo;NO;Alcorlo;Bornova;180;44;0;0;0;
2018;8;Tajo;SI;Almoguera;Tajo;7;6;1;2;1;
2018;8;Tajo;NO;Atance, El;Salado;35;12;0;0;0;
2018;8;Tajo;NO;Atazar, El;Lozoya;426;240;-2;0;0;
2018;8;Tajo;SI;Azután;Tajo;113;79;2;59;33;
2018;8;Tajo;NO;Baños;Baños;41;18;3;0;0;
2018;8;Tajo;NO;Beleña;Sorbe;53;17;5;0;0;
2018;8;Tajo;SI;Bolarque;Tajo;31;25;-3;15;9;
2018;8;Tajo;NO;Borbollon;Árrago;88;14;0;30;1;
2018;8;Tajo;NO;Buendía;Guadiela;1.639;162;1;1.515;16;
2018;8;Tajo;NO;Burguillo - Puente Nuevo;Alberche;201;30;2;218;2;
2018;8;Tajo;NO;Cáceres - Guadiloba;Guadiloba;20;8;0;0;0;
2018;8;Tajo;SI;Castrejón;Tajo;44;41;0;15;12;
2018;8;Tajo;NO;Castro, El;Algodor;8;2;0;0;0;
2018;8;Tajo;NO;Cazalegas;Alberche;7;7;0;0;0;
2018;8;Tajo;SI;Cedillo;Tajo;260;245;-5;17;15;
2018;8;Tajo;NO;Entrepeñas;Tajo;835;81;2;782;12;
2018;8;Tajo;NO;Finisterre;Algodor;133;9;0;0;0;
2018;8;Tajo;NO;Gabriel y Galán;Alagón;911;214;1;419;5;
2018;8;Tajo;NO;Guajaraz;Guajaraz;18;10;0;0;0;
2018;8;Tajo;SI;Guijo de Granadilla;Alagón;13;10;-1;3;1;
2018;8;Tajo;NO;Jarosa, La;La Jarosa;7;3;0;0;0;
2018;8;Tajo;NO;Jerte - Plasencia;Jerte;59;33;-1;0;0;
2018;8;Tajo;SI;Molino de Chincha;Guadiela;6;6;0;4;3;
2018;8;Tajo;NO;Navacerrada;Navacerrada;11;5;0;0;0;
2018;8;Tajo;NO;Navalcán;Guayerbas;34;20;0;0;0;
2018;8;Tajo;NO;Navamuño;Angostura;14;5;0;0;0;
2018;8;Tajo;NO;Pálmaces;Cañamares;31;11;0;0;0;
2018;8;Tajo;NO;Pardo, El;Manzanares;43;8;0;0;0;
2018;8;Tajo;NO;Picadas;Alberche;15;14;0;9;7;
2018;8;Tajo;NO;Pinilla;Lozoya;38;22;2;0;0;
2018;8;Tajo;NO;Portaje;Fresnedilla;23;9;0;0;0;
2018;8;Tajo;NO;Portiña, La;Portiña;5;1;0;0;0;
2018;8;Tajo;NO;Puentes Viejas;Lozoya;53;28;2;0;0;
2018;8;Tajo;NO;Riosequillo;Lozoya;50;28;-1;0;0;
2018;8;Tajo;NO;Rivera de Gata;Rivera de Gata;49;14;0;0;0;
2018;8;Tajo;NO;Rosarito;Tiétar;82;29;1;0;0;
2018;8;Tajo;NO;Salor;Salor;14;3;0;0;0;
2018;8;Tajo;NO;San Juan;Alberche;138;30;1;104;0;
2018;8;Tajo;NO;Santillana;Manzanares;91;36;-1;0;0;
2018;8;Tajo;NO;Tajera, La;Tajuña;64;3;0;0;0;
2018;8;Tajo;NO;Torcón;Torcón;7;1;0;0;0;
2018;8;Tajo;SI;Torrejón (Tajo - Tietar);Tiétar;188;169;3;25;14;
2018;8;Tajo;NO;Vado, El;Jarama;56;20;3;0;0;
2018;8;Tajo;SI;Valdecañas;Tajo;1.446;755;10;664;235;
2018;8;Tajo;NO;Valdeobispo;Alagón;53;45;0;14;9;
2018;8;Tajo;NO;Valmayor;Aulencia;124;45;0;0;0;
2018;8;Tajo;NO;Vellón,El-(Pedrezuela);Guadalix;41;22;-1;0;0;
2018;8;Tajo;NO;Villar, El;Lozoya;23;20;0;0;0;
2018;8;Guadiana;NO;Aguijón, El;Alcarrache;11;8;0;0;0;
2018;8;Guadiana;NO;Alange;Matachel;852;327;0;0;0;
2018;8;Guadiana;NO;Andévalo;Malagón;634;466;0;0;0;
2018;8;Guadiana;NO;Boquerón;Rosal;6;4;0;0;0;
2018;8;Guadiana;NO;Brovales;Brovales;7;3;0;0;0;
2018;8;Guadiana;NO;Canchales;Lácara;26;13;0;0;0;
2018;8;Guadiana;NO;Cancho del Fresno;Ruecas;15;8;0;0;0;
2018;8;Guadiana;NO;Chanza;Chanza;341;126;0;0;0;
2018;8;Guadiana;NO;Cijara;Guadiana;1.505;539;1;296;52;
2018;8;Guadiana;NO;Cornalbo;Albarregas;11;0;0;0;0;
2018;8;Guadiana;NO;Cubilar;Cubilar;10;3;0;0;0;
2018;8;Guadiana;NO;El Vicario;Guadiana;32;4;0;0;0;
2018;8;Guadiana;NO;García de Sola;Guadiana;554;204;-12;38;0;
2018;8;Guadiana;NO;Gargáligas;Gargáligas;21;11;0;0;0;
2018;8;Guadiana;NO;Gasset;Becea;42;9;0;0;0;
2018;8;Guadiana;NO;Horno Tejero;Lácara;24;18;0;0;0;
2018;8;Guadiana;NO;La Cabezuela;Jabalón;43;11;0;0;0;
2018;8;Guadiana;NO;La Serena;Zújar;3.219;1.218;-1;421;120;
2018;8;Guadiana;NO;Llerena;Conejo;9;7;0;0;0;
2018;8;Guadiana;NO;Los Molinos;Matachel;34;21;0;0;0;
2018;8;Guadiana;NO;Montijo;Guadiana;11;4;0;0;0;
2018;8;Guadiana;NO;Nogales;Nogales;15;10;0;0;0;
2018;8;Guadiana;NO;Orellana;Guadiana;808;523;2;20;6;
2018;8;Guadiana;NO;Peñarroya;Guadiana;51;22;0;0;0;
2018;8;Guadiana;NO;Piedra Aguda;Olivenza;16;5;0;0;0;
2018;8;Guadiana;NO;Proserpina;Pardilla;5;3;0;0;0;
2018;8;Guadiana;NO;Pto. Vallehermoso;Azuer;7;2;0;0;0;
2018;8;Guadiana;NO;Ruecas;Ruecas;44;20;0;0;0;
2018;8;Guadiana;NO;Sierra Brava;Pizarroso;233;124;0;0;0;
2018;8;Guadiana;NO;Tentudia;Bodión;5;2;0;0;0;
2018;8;Guadiana;NO;Torre de Abrahán;Bullaque;183;15;0;0;0;
2018;8;Guadiana;NO;Valuengo;Ardila;20;9;0;0;0;
2018;8;Guadiana;NO;Vega del Jabalón;Jabalón;34;8;0;0;0;
2018;8;Guadiana;NO;Villar del Rey;Zapatón;131;67;0;0;0;
2018;8;Guadiana;NO;Zújar;Zújar;302;213;0;18;9;
2018;8;Tinto, Odiel y Piedras;NO;Corumbel Bajo;Corumbel;19;10;-1;0;0;
2018;8;Tinto, Odiel y Piedras;NO;Jarrama;Jarrama;43;30;0;0;0;
2018;8;Tinto, Odiel y Piedras;NO;Los Machos;Piedras;12;4;0;0;0;
2018;8;Tinto, Odiel y Piedras;NO;Odiel;Odiel;8;7;0;0;0;
2018;8;Tinto, Odiel y Piedras;NO;Olivargas;Olivargas;29;27;0;0;0;
2018;8;Tinto, Odiel y Piedras;NO;Piedras;Piedras;60;46;5;0;0;
2018;8;Tinto, Odiel y Piedras;NO;Sancho;Meca;58;48;0;0;0;
2018;8;Guadalete-Barbate;NO;Almodóvar;Almodóvar;6;2;0;0;0;
2018;8;Guadalete-Barbate;NO;Arcos de la Frontera;Guadalete;14;13;0;0;0;
2018;8;Guadalete-Barbate;NO;Barbate;Barbate;228;87;0;0;0;
2018;8;Guadalete-Barbate;NO;Bornos;Guadalete;200;48;-1;18;4;
2018;8;Guadalete-Barbate;NO;Celemín;Celemín;45;19;0;0;0;
2018;8;Guadalete-Barbate;NO;Guadalcacín II;Majaceite;800;340;0;0;0;
2018;8;Guadalete-Barbate;NO;Hurones, Los;Majaceite;135;34;-1;23;5;
2018;8;Guadalete-Barbate;NO;Zahara-El Gastor;Guadalete;223;109;0;0;0;
2018;8;Guadalquivir;NO;Agrio (Aznalcollar);Agrio;20;9;0;0;0;
2018;8;Guadalquivir;NO;Aguascebas;Aguascebas;6;4;0;0;0;
2018;8;Guadalquivir;NO;Aracena;Rivera de Huelva;129;72;-1;0;0;
2018;8;Guadalquivir;NO;Arenoso;Arenoso;167;30;0;0;0;
2018;8;Guadalquivir;NO;Bembézar;Bembézar;342;132;0;53;15;
2018;8;Guadalquivir;NO;Bermejales;Cacín;103;31;0;6;5;
2018;8;Guadalquivir;NO;Bolera, La;Guadalentín;53;19;1;0;0;
2018;8;Guadalquivir;NO;Breña II, La;Guadiato;823;196;0;0;0;
2018;8;Guadalquivir;SI;Cala;Rivera de Cala;59;17;0;21;6;
2018;8;Guadalquivir;NO;Canales;Genil;70;20;-1;43;25;
2018;8;Guadalquivir;NO;Colomera;Colomera;40;7;0;0;0;
2018;8;Guadalquivir;NO;Cubillas;Cubillas;19;11;0;0;0;
2018;8;Guadalquivir;NO;El Portillo;Castril;33;29;1;0;0;
2018;8;Guadalquivir;NO;Fernandina, La;Guarrizas;245;77;0;0;0;
2018;8;Guadalquivir;NO;Francisco Abellán;Fardes;58;19;0;0;0;
2018;8;Guadalquivir;NO;Fresneda;Fresneda;13;4;0;0;0;
2018;8;Guadalquivir;NO;Gergal;Rivera de Huelva;35;21;0;0;0;
2018;8;Guadalquivir;NO;Giribaile;Guadalimar;475;113;1;0;0;
2018;8;Guadalquivir;NO;Guadalén;Guadalén;168;33;0;13;2;
2018;8;Guadalquivir;NO;Guadalmellato;Guadalmellato;147;61;0;13;4;
2018;8;Guadalquivir;NO;Guadalmena;Guadalmena;347;95;1;86;8;
2018;8;Guadalquivir;NO;Huesna;Rivera de Huesna;135;86;-1;0;0;
2018;8;Guadalquivir;NO;Iznájar;Genil;981;294;4;279;23;
2018;8;Guadalquivir;NO;Jándula;Jándula;322;73;0;86;3;
2018;8;Guadalquivir;NO;José Torán;Guadalbarcar;113;34;-1;0;0;
2018;8;Guadalquivir;NO;Martín Gonzalo;Martín Gonzalo;18;9;0;0;0;
2018;8;Guadalquivir;NO;Melonares, Los;Viar;186;130;-1;0;0;
2018;8;Guadalquivir;NO;Minilla, La;Rivera de Huelva;58;46;0;0;0;
2018;8;Guadalquivir;NO;Montoro;Montoro;105;53;0;0;0;
2018;8;Guadalquivir;NO;Negratín;Guadiana Menor;567;208;2;45;11;
2018;8;Guadalquivir;NO;Pintado, El;Viar;213;85;-1;77;24;
2018;8;Guadalquivir;NO;Puebla de Cazalla;Carbones;74;14;0;0;0;
2018;8;Guadalquivir;NO;Puente Nuevo;Guadiato;282;97;0;9;2;
2018;8;Guadalquivir;NO;Quéntar;Aguas Blancas;14;7;0;0;0;
2018;8;Guadalquivir;NO;Quiebrajano;Quiebrajano;32;7;0;4;3;
2018;8;Guadalquivir;NO;Retortillo;Retortillo;61;25;0;2;1;
2018;8;Guadalquivir;NO;Rumblar;Rumblar;126;25;0;16;3;
2018;8;Guadalquivir;NO;San Clemente;Guardal;118;11;1;0;0;
2018;8;Guadalquivir;NO;San Rafael de Navallana;Guadalmellato;157;52;0;0;0;
2018;8;Guadalquivir;NO;Sierra Boyera;Guadiato;41;14;0;0;0;
2018;8;Guadalquivir;NO;Siles;Guadalimar;30;7;1;0;0;
2018;8;Guadalquivir;NO;Torre del Águila;Salado;49;14;0;0;0;
2018;8;Guadalquivir;NO;Tranco de Beas;Guadalquivir;498;170;3;175;24;
2018;8;Guadalquivir;NO;Vadomojón;Guadajoz;163;38;0;0;0;
2018;8;Guadalquivir;NO;Víboras;Víboras;19;9;0;0;0;
2018;8;Guadalquivir;NO;Yeguas;Yeguas;229;52;0;29;22;
2018;8;Guadalquivir;NO;Zufre;Rivera de Huelva;175;113;0;0;0;
2018;8;Cuenca Mediterránea Andaluza;NO;Benínar;Grande de Adra;63;5;0;0;0;
2018;8;Cuenca Mediterránea Andaluza;NO;Béznar;Izbor;53;26;1;0;0;
2018;8;Cuenca Mediterránea Andaluza;NO;Casasola;Campanillas;22;9;0;0;0;
2018;8;Cuenca Mediterránea Andaluza;NO;Charco Redondo;Palmones;82;25;-1;0;0;
2018;8;Cuenca Mediterránea Andaluza;NO;Concepción;Verde de Marbella;62;31;0;0;0;
2018;8;Cuenca Mediterránea Andaluza;NO;Conde Guadalhorce;Turón;66;22;0;5;1;
2018;8;Cuenca Mediterránea Andaluza;NO;Cuevas de Almanzora;Almanzora;161;9;0;0;0;
2018;8;Cuenca Mediterránea Andaluza;NO;Guadalhorce-Guadalteba;Gudalhorce-Guadalteba;279;99;0;23;5;
2018;8;Cuenca Mediterránea Andaluza;NO;Guadarranque;Guadarranque;88;43;0;0;0;
2018;8;Cuenca Mediterránea Andaluza;NO;Limonero;Guadalmedina;22;10;0;0;0;
2018;8;Cuenca Mediterránea Andaluza;NO;Rules;Guadalfeo;111;44;0;0;0;
2018;8;Cuenca Mediterránea Andaluza;NO;Viñuela, La;Guaro;165;36;0;0;0;
2018;8;Segura;NO;Alfonso XIII;Quípar;22;5;0;4;1;
2018;8;Segura;NO;Algeciras;Algeciras;45;6;0;0;0;
2018;8;Segura;SI;Anchuricas;Segura;6;5;0;4;3;
2018;8;Segura;NO;Argos;Argos;10;8;0;2;1;
2018;8;Segura;NO;Camarillas;Mundo;36;9;0;8;2;
2018;8;Segura;NO;Cenajo;Segura;437;36;1;103;8;
2018;8;Segura;NO;Cierva, La;Mula;7;4;0;0;0;
2018;8;Segura;NO;Crevillente;Rambla de Bosch;13;4;0;0;0;
2018;8;Segura;NO;Fuensanta;Segura;210;23;2;45;5;
2018;8;Segura;NO;La Pedrera;Dep.Arr.Grande;246;63;0;0;0;
2018;8;Segura;NO;Puentes;Guadalentín;26;3;0;0;0;
2018;8;Segura;NO;Santomera;Rambla Salada;26;2;0;0;0;
2018;8;Segura;NO;Taibilla;Taibilla;9;3;0;2;1;
2018;8;Segura;NO;Talave;Mundo;35;14;0;10;4;
2018;8;Segura;NO;Valdeinfierno;Alcaide;13;0;-1;0;0;
2018;8;Júcar;NO;Alarcón;Júcar;1.118;307;0;1.596;441;
2018;8;Júcar;NO;Algar;Palancia;6;0;0;0;0;
2018;8;Júcar;NO;Amadorio;Amadorio;16;6;0;0;0;
2018;8;Júcar;NO;Arenós;Mijares;137;70;1;113;61;
2018;8;Júcar;NO;Arquillo de San Blas;Turia;21;3;0;7;1;
2018;8;Júcar;NO;Bellús;Albaida;69;9;0;0;0;
2018;8;Júcar;NO;Benagéber;Turia;221;69;1;59;18;
2018;8;Júcar;NO;Beniarrés;Serpis;27;16;1;0;0;
2018;8;Júcar;NO;Buseo;Sot de Chera;8;3;0;0;0;
2018;8;Júcar;NO;Contreras;Cabriel;852;86;0;549;55;
2018;8;Júcar;SI;Cortes II;Júcar;118;112;7;17;14;
2018;8;Júcar;NO;El Naranjero;Júcar;29;18;-5;0;0;
2018;8;Júcar;NO;Escalona;Escalona;99;5;0;0;0;
2018;8;Júcar;NO;Forata;Magro;37;14;0;0;0;
2018;8;Júcar;NO;Guadalest;Guadalest;13;8;0;0;0;
2018;8;Júcar;SI;La Muela;Júcar;20;9;-4;0;0;
2018;8;Júcar;SI;La Toba;Júcar;10;3;0;17;5;
2018;8;Júcar;NO;Loriguilla;Turia;73;19;0;18;5;
2018;8;Júcar;NO;María Cristina;Rambla Viuda;18;2;0;0;0;
2018;8;Júcar;NO;Regajo;Palancia;6;5;0;0;0;
2018;8;Júcar;NO;Sichar;Mijares;49;14;0;3;1;
2018;8;Júcar;NO;Tous - La Ribera;Júcar;379;108;5;0;0;
2018;8;Júcar;NO;Ulldecona;Cenia;11;1;0;0;0;
2018;8;Ebro;NO;Albiña;Albiña;5;4;0;3;2;
2018;8;Ebro;NO;Alcañiz (Estanca);Guadalope;7;4;0;3;2;
2018;8;Ebro;NO;Alloz;Salado;66;55;2;40;34;
2018;8;Ebro;NO;Barasona;Ésera;85;49;1;54;33;
2018;8;Ebro;SI;Baserca;Noguera-Ribagorzana;22;5;-2;98;22;
2018;8;Ebro;NO;Búbal;Gállego;63;24;2;73;27;
2018;8;Ebro;NO;Calanda;Guadalope;54;15;0;16;4;
2018;8;Ebro;SI;Camarasa;Noguera-Pallaresa;163;146;4;63;53;
2018;8;Ebro;SI;Canelles;Noguera-Ribagorzana;679;324;-1;395;169;
2018;8;Ebro;NO;Caspe;Guadalope;82;25;0;17;5;
2018;8;Ebro;SI;Cavallers;Noguera de Tort;16;4;0;54;13;
2018;8;Ebro;SI;Certescáns;Certescáns;16;8;0;97;49;
2018;8;Ebro;NO;Ciurana;Ciurana;12;2;0;0;0;
2018;8;Ebro;NO;Cueva Foradada;Martín;22;7;0;4;1;
2018;8;Ebro;NO;Ebro;Ebro;541;278;28;468;229;
2018;8;Ebro;SI;Escales;Noguera-Ribagorzana;152;60;3;149;57;
2018;8;Ebro;NO;Eúgui;Arga;21;18;1;10;8;
2018;8;Ebro;NO;González Lacasa;Albercos;33;20;4;20;12;
2018;8;Ebro;NO;Grado, El;Cinca;400;378;26;112;105;
2018;8;Ebro;NO;Guiamets;Asmat;10;2;0;0;0;
2018;8;Ebro;SI;Ip;Barranco de Ip;5;1;0;14;1;
2018;8;Ebro;SI;Irabia;Irati;14;12;1;17;15;
2018;8;Ebro;NO;Itoiz;Irati;417;360;22;234;204;
2018;8;Ebro;NO;Lanuza;Gállego;17;12;0;34;25;
2018;8;Ebro;NO;Las Fitas;Barranco Carnerario;9;8;0;5;5;
2018;8;Ebro;NO;Laverné;Barranco Vitale;38;21;1;8;4;
2018;8;Ebro;SI;Llauset;Llauset;17;8;2;49;22;
2018;8;Ebro;NO;Loteta (La);Derivación Canal Imperial;104;6;0;30;0;
2018;8;Ebro;NO;Maidevera;Aranda;20;5;0;6;2;
2018;8;Ebro;NO;Mansilla;Najerilla;68;38;7;62;34;
2018;8;Ebro;NO;Mediano;Cinca;435;108;-17;267;70;
2018;8;Ebro;SI;Mequinenza;Ebro;1.534;1.311;29;265;218;
2018;8;Ebro;NO;Moneva;Aguas Vivas;8;1;0;2;0;
2018;8;Ebro;NO;Monteagudo;Nájima;10;5;0;3;1;
2018;8;Ebro;NO;Oliana;Segre;84;56;0;57;37;
2018;8;Ebro;NO;Pajares;Lumbreras;35;11;2;21;7;
2018;8;Ebro;NO;Pena;Pena;18;10;0;2;1;
2018;8;Ebro;NO;Peña, La;Gállego;15;12;1;10;8;
2018;8;Ebro;NO;Puente de Santolea;Guadalope;18;18;0;7;7;
2018;8;Ebro;NO;Rialb;Segre;404;197;1;217;106;
2018;8;Ebro;SI;Ribarroja;Ebro;210;191;-12;12;10;
2018;8;Ebro;SI;Sallente;Flamisell;6;0;0;25;1;
2018;8;Ebro;NO;San Bartolomé;Arba;6;2;0;2;1;
2018;8;Ebro;SI;San Lorenzo;Segre;10;9;0;4;3;
2018;8;Ebro;NO;Santa Ana;Noguera-Ribagorzana;237;173;1;92;63;
