Anyo;Semana;Zona Hidrográfica;Embalse Hidroeléctrico;Embalses;Ríos;AguaEmbalsada (hm3) Capacidad;AguaEmbalsada (hm3) Actual;AguaEmbalsada (hm3) (+ / -)SemanaAnterior;EnergíaDisponible GWh Capacidad;EnergíaDisponible GWh Actual;
2018;8;Ebro;NO;Santa María de Belsué;Flumen;14;1;0;1;0;
2018;8;Ebro;NO;Santolea;Guadalope;43;17;0;12;5;
2018;8;Ebro;SI;Sistema Aguas Limpias;Aguas Limpias;18;4;-1;68;16;
2018;8;Ebro;SI;Sistema Alto Caldarés;Caldarés;18;6;-1;70;26;
2018;8;Ebro;SI;Sistema Capdella;Flamisell;50;30;0;191;115;
2018;8;Ebro;SI;Sistema Escarra;Escarra;5;1;0;14;2;
2018;8;Ebro;SI;Sistema Lagos Espot;Espot;10;9;0;33;29;
2018;8;Ebro;SI;Sistema Valle de Arán;Valartíes;22;12;0;172;92;
2018;8;Ebro;SI;Sobrón;Ebro;20;18;-1;12;11;
2018;8;Ebro;NO;Sotonera;Sotón;189;115;6;44;18;
2018;8;Ebro;SI;Terradets;Noguera-Pallaresa;33;32;1;19;19;
2018;8;Ebro;NO;Torcas, Las;Huerva;7;1;0;2;0;
2018;8;Ebro;NO;Tranquera, La;Piedra;82;26;1;29;10;
2018;8;Ebro;SI;Tremp ó Talárn;Noguera-Pallaresa;227;101;0;213;91;
2018;8;Ebro;SI;Ullivarri;Zadorra;146;128;0;85;75;
2018;8;Ebro;NO;Urdalur;Alzama;6;6;0;4;4;
2018;8;Ebro;SI;Urdiceto;Urdiceto;5;2;0;13;5;
2018;8;Ebro;SI;Urrunaga;Sta.Engracia;72;46;-3;37;23;
2018;8;Ebro;NO;Vadiello;Guatizalema;16;9;1;3;2;
2018;8;Ebro;NO;Val, El;Val;24;14;0;9;5;
2018;8;Ebro;NO;Yesa;Aragón;447;333;25;152;113;
2018;8;Cuencas Internas de Cataluña;NO;Boadella;Muga;61;23;0;0;0;
2018;8;Cuencas Internas de Cataluña;NO;La Baells;Llobregat;109;56;2;0;0;
2018;8;Cuencas Internas de Cataluña;NO;La Llosa del Cavall;Cardener;80;29;1;0;0;
2018;8;Cuencas Internas de Cataluña;NO;Riudecanyes;Riudecanyes;5;1;0;0;0;
2018;8;Cuencas Internas de Cataluña;NO;Sant Pons;Cardener;24;22;0;0;0;
2018;8;Cuencas Internas de Cataluña;NO;Sau;Ter;165;81;5;77;34;
2018;8;Cuencas Internas de Cataluña;NO;Susqueda;Ter;233;103;-3;78;28;
2018;9;Cantábrico Oriental;NO;Añarbe;Añarbe;38;33;-1;0;0;
2018;9;Cantábrico Oriental;NO;Ibiur;Ibiur;8;8;0;0;0;
2018;9;Cantábrico Oriental;NO;Ordunte;Ordunte;22;22;0;0;0;
2018;9;Cantábrico Oriental;NO;San Antón;Endara;5;5;0;0;0;
2018;9;Cantábrico Occidental;NO;Alfilorios;Barrea;8;8;0;0;0;
2018;9;Cantábrico Occidental;SI;Alsa - Mediajo;Torina;22;22;0;27;19;
2018;9;Cantábrico Occidental;SI;Arbón;Navia;41;36;-2;1;1;
2018;9;Cantábrico Occidental;SI;Barca, La;Narcea;34;12;-8;3;0;
2018;9;Cantábrico Occidental;SI;Cohilla, La;Nansa;12;10;0;16;14;
2018;9;Cantábrico Occidental;SI;Doiras;Navia;97;86;-6;19;15;
2018;9;Cantábrico Occidental;NO;Rioseco;Nalón;4;2;-1;0;0;
2018;9;Cantábrico Occidental;SI;Salime;Navia;266;200;-12;104;73;
2018;9;Cantábrico Occidental;NO;Tanes;Nalón;34;25;3;6;4;
2018;9;Miño - Sil;SI;Albarellos;Avia;91;31;-7;32;9;
2018;9;Miño - Sil;SI;Bao;Bibey;238;189;10;290;219;
2018;9;Miño - Sil;NO;Bárcena;Sil;341;191;18;333;151;
2018;9;Miño - Sil;SI;Belesar;Miño;655;452;8;370;237;
2018;9;Miño - Sil;SI;Campañana, La;Sil;14;10;-1;8;4;
2018;9;Miño - Sil;SI;Castrelo;Miño;60;51;1;4;3;
2018;9;Miño - Sil;SI;Cenza;Cenza;40;27;1;112;70;
2018;9;Miño - Sil;SI;Chandrexa;Navea;61;47;-1;101;73;
2018;9;Miño - Sil;SI;Conchas, Las;Limia;80;34;0;30;11;
2018;9;Miño - Sil;SI;Edrada-Mao;Mao;14;10;-1;22;16;
2018;9;Miño - Sil;SI;Frieira;Miño;44;36;-1;1;1;
2018;9;Miño - Sil;SI;Guístolas;Navea;5;4;0;4;3;
2018;9;Miño - Sil;SI;Matalavilla;Valseco;65;31;-2;115;47;
2018;9;Miño - Sil;SI;Montefurado;Bibey-Sil;10;9;1;4;4;
2018;9;Miño - Sil;SI;Peares, Os;Miño;182;178;1;50;49;
2018;9;Miño - Sil;SI;Peñarrubia;Sil;13;11;0;5;4;
2018;9;Miño - Sil;SI;Pías (San Agustín);Bibey;10;6;0;19;9;
2018;9;Miño - Sil;SI;Portas, Las;Camba;536;159;-8;906;173;
2018;9;Miño - Sil;SI;Prada;Jares;122;75;3;221;133;
2018;9;Miño - Sil;SI;Rozas, Las;Sil;28;25;1;55;47;
2018;9;Miño - Sil;SI;Salas;Salas;87;35;1;79;30;
2018;9;Miño - Sil;SI;San. Estevo;Sil;213;181;-16;77;63;
2018;9;Miño - Sil;SI;San Martiño;Sil;10;9;0;2;2;
2018;9;Miño - Sil;SI;San Pedro;Sil;6;5;0;1;0;
2018;9;Miño - Sil;SI;San Sebastián;Bibey;46;20;-1;116;49;
2018;9;Miño - Sil;SI;Santa Eulalia;Jares;10;8;-1;7;4;
2018;9;Miño - Sil;SI;Sequeiros;Sil;11;10;0;3;3;
2018;9;Miño - Sil;SI;Velle;Miño;17;13;1;1;1;
2018;9;Miño - Sil;NO;Vilasouto;Mao;21;9;1;0;0;
2018;9;Galicia Costa;SI;Barrie de la Maza;Tambre;31;21;-2;8;5;
2018;9;Galicia Costa;NO;Cecebre;Mero;22;13;-1;0;0;
2018;9;Galicia Costa;NO;Eiras;Oitavén;22;18;0;0;0;
2018;9;Galicia Costa;SI;Eume;Eume;123;122;-1;54;53;
2018;9;Galicia Costa;SI;Fervenza;Jallas;103;78;-6;112;82;
2018;9;Galicia Costa;NO;Forcadas, As;Forcadas;11;8;0;0;0;
2018;9;Galicia Costa;SI;Portodemouros;Ulla;297;206;10;39;23;
2018;9;Galicia Costa;SI;Ribeira, A;Eume;33;29;-1;16;14;
2018;9;Galicia Costa;NO;Riocobo;Cobo;6;4;0;0;0;
2018;9;Galicia Costa;SI;Sta Uxia;Jallas;18;13;-2;7;4;
2018;9;Galicia Costa;NO;Villagudín;Veduino;18;16;0;0;0;
2018;9;Cuencas Internas del País Vasco;NO;Ibai-Eder;Ibai-Eder;11;10;-1;0;0;
2018;9;Cuencas Internas del País Vasco;NO;Urkulu;Urkulu;10;10;0;0;0;
2018;9;Duero;SI;Agavanzal, Nª Sª de;Tera;36;28;1;34;24;
2018;9;Duero;NO;Águeda;Águeda;22;5;0;0;0;
2018;9;Duero;NO;Aguilar;Pisuerga;247;45;2;66;12;
2018;9;Duero;SI;Aldeadávila;Duero;114;103;-1;35;30;
2018;9;Duero;SI;Almendra;Tormes;2.649;901;9;3.458;1.100;
2018;9;Duero;NO;Arlanzón;Arlanzón;22;22;2;4;4;
2018;9;Duero;NO;Barrios de Luna;Luna;308;136;11;252;105;
2018;9;Duero;SI;Burgomillodo;Duratón;14;10;0;6;4;
2018;9;Duero;NO;Camporredondo;Carrión;70;16;0;47;8;
2018;9;Duero;NO;Casares de Arbas;Casares;37;14;-1;0;0;
2018;9;Duero;SI;Castro;Duero;27;25;0;14;13;
2018;9;Duero;NO;Castro de las Cogotas;Adaja;59;13;1;18;4;
2018;9;Duero;SI;Cernadilla;Tera;255;28;-4;297;27;
2018;9;Duero;NO;Cervera;Rivera;10;5;0;3;1;
2018;9;Duero;NO;Compuerto;Carrión;95;37;3;42;15;
2018;9;Duero;NO;Cuerda del Pozo;Duero;249;87;2;58;21;
2018;9;Duero;NO;Linares del Arroyo;Riaza;55;25;1;14;6;
2018;9;Duero;NO;Pontón Alto, El;Eresma;7;7;0;0;0;
2018;9;Duero;NO;Porma-(Juan Benet);Porma;318;137;6;137;53;
2018;9;Duero;SI;Puente Porto;Segundera;23;5;0;54;11;
2018;9;Duero;SI;Rábanos;Duero;8;8;0;3;3;
2018;9;Duero;NO;Requejada;Pisuerga;66;15;4;26;5;
2018;9;Duero;NO;Riaño;Esla;641;274;14;372;116;
2018;9;Duero;SI;Ricobayo;Esla;1.145;383;52;945;289;
2018;9;Duero;NO;San José;Duero;6;6;0;2;2;
2018;9;Duero;NO;Santa Teresa;Tormes;496;190;0;406;146;
2018;9;Duero;SI;Saucelle;Duero;181;176;-1;10;9;
2018;9;Duero;NO;Serones;Voltoya;6;2;0;0;0;
2018;9;Duero;NO;Úzquiza;Arlanzón;75;22;1;15;4;
2018;9;Duero;SI;Valparaíso;Tera;169;147;7;165;136;
2018;9;Duero;SI;Vencías, Las;Duratón;5;5;0;2;2;
2018;9;Duero;NO;Villagonzalo;Tormes;6;6;0;3;3;
2018;9;Duero;SI;Villalcampo;Duero;66;62;1;41;38;
2018;9;Duero;NO;Villameca;Tuerto;20;10;0;6;3;
2018;9;Tajo;NO;Aceña;Aceña;24;6;0;0;0;
2018;9;Tajo;SI;Alcántara;Tajo;3.160;1.473;-4;791;241;
2018;9;Tajo;NO;Alcorlo;Bornova;180;44;0;0;0;
2018;9;Tajo;SI;Almoguera;Tajo;7;6;0;2;1;
2018;9;Tajo;NO;Atance, El;Salado;35;12;0;0;0;
2018;9;Tajo;NO;Atazar, El;Lozoya;426;237;-3;0;0;
2018;9;Tajo;SI;Azután;Tajo;113;76;-3;59;32;
2018;9;Tajo;NO;Baños;Baños;41;15;-3;0;0;
2018;9;Tajo;NO;Beleña;Sorbe;53;19;2;0;0;
2018;9;Tajo;SI;Bolarque;Tajo;31;29;4;15;12;
2018;9;Tajo;NO;Borbollon;Árrago;88;14;0;30;1;
2018;9;Tajo;NO;Buendía;Guadiela;1.639;161;-1;1.515;16;
2018;9;Tajo;NO;Burguillo - Puente Nuevo;Alberche;201;29;-1;218;2;
2018;9;Tajo;NO;Cáceres - Guadiloba;Guadiloba;20;8;0;0;0;
2018;9;Tajo;SI;Castrejón;Tajo;44;41;0;15;12;
2018;9;Tajo;NO;Castro, El;Algodor;8;2;0;0;0;
2018;9;Tajo;NO;Cazalegas;Alberche;7;7;0;0;0;
2018;9;Tajo;SI;Cedillo;Tajo;260;234;-11;17;14;
2018;9;Tajo;NO;Entrepeñas;Tajo;835;82;1;782;13;
2018;9;Tajo;NO;Finisterre;Algodor;133;9;0;0;0;
2018;9;Tajo;NO;Gabriel y Galán;Alagón;911;212;-2;419;5;
2018;9;Tajo;NO;Guajaraz;Guajaraz;18;10;0;0;0;
2018;9;Tajo;SI;Guijo de Granadilla;Alagón;13;12;2;3;2;
2018;9;Tajo;NO;Jarosa, La;La Jarosa;7;3;0;0;0;
2018;9;Tajo;NO;Jerte - Plasencia;Jerte;59;33;0;0;0;
2018;9;Tajo;SI;Molino de Chincha;Guadiela;6;6;0;4;3;
2018;9;Tajo;NO;Navacerrada;Navacerrada;11;6;1;0;0;
2018;9;Tajo;NO;Navalcán;Guayerbas;34;20;0;0;0;
2018;9;Tajo;NO;Navamuño;Angostura;14;5;0;0;0;
2018;9;Tajo;NO;Pálmaces;Cañamares;31;11;0;0;0;
2018;9;Tajo;NO;Pardo, El;Manzanares;43;8;0;0;0;
2018;9;Tajo;NO;Picadas;Alberche;15;14;0;9;7;
2018;9;Tajo;NO;Pinilla;Lozoya;38;22;0;0;0;
2018;9;Tajo;NO;Portaje;Fresnedilla;23;9;0;0;0;
2018;9;Tajo;NO;Portiña, La;Portiña;5;1;0;0;0;
2018;9;Tajo;NO;Puentes Viejas;Lozoya;53;31;3;0;0;
2018;9;Tajo;NO;Riosequillo;Lozoya;50;28;0;0;0;
2018;9;Tajo;NO;Rivera de Gata;Rivera de Gata;49;14;0;0;0;
2018;9;Tajo;NO;Rosarito;Tiétar;82;30;1;0;0;
2018;9;Tajo;NO;Salor;Salor;14;3;0;0;0;
2018;9;Tajo;NO;San Juan;Alberche;138;31;1;104;0;
2018;9;Tajo;NO;Santillana;Manzanares;91;35;-1;0;0;
2018;9;Tajo;NO;Tajera, La;Tajuña;64;3;0;0;0;
2018;9;Tajo;NO;Torcón;Torcón;7;1;0;0;0;
2018;9;Tajo;SI;Torrejón (Tajo - Tietar);Tiétar;188;173;4;25;15;
2018;9;Tajo;NO;Vado, El;Jarama;56;22;2;0;0;
2018;9;Tajo;SI;Valdecañas;Tajo;1.446;766;11;664;240;
2018;9;Tajo;NO;Valdeobispo;Alagón;53;46;1;14;10;
2018;9;Tajo;NO;Valmayor;Aulencia;124;44;-1;0;0;
2018;9;Tajo;NO;Vellón,El-(Pedrezuela);Guadalix;41;20;-2;0;0;
2018;9;Tajo;NO;Villar, El;Lozoya;23;20;0;0;0;
2018;9;Guadiana;NO;Aguijón, El;Alcarrache;11;8;0;0;0;
2018;9;Guadiana;NO;Alange;Matachel;852;326;-1;0;0;
2018;9;Guadiana;NO;Andévalo;Malagón;634;465;-1;0;0;
2018;9;Guadiana;NO;Boquerón;Rosal;6;4;0;0;0;
2018;9;Guadiana;NO;Brovales;Brovales;7;3;0;0;0;
2018;9;Guadiana;NO;Canchales;Lácara;26;12;-1;0;0;
2018;9;Guadiana;NO;Cancho del Fresno;Ruecas;15;8;0;0;0;
2018;9;Guadiana;NO;Chanza;Chanza;341;134;8;0;0;
2018;9;Guadiana;NO;Cijara;Guadiana;1.505;539;0;296;52;
2018;9;Guadiana;NO;Cornalbo;Albarregas;11;0;0;0;0;
2018;9;Guadiana;NO;Cubilar;Cubilar;10;3;0;0;0;
2018;9;Guadiana;NO;El Vicario;Guadiana;32;4;0;0;0;
2018;9;Guadiana;NO;García de Sola;Guadiana;554;193;-11;38;0;
2018;9;Guadiana;NO;Gargáligas;Gargáligas;21;11;0;0;0;
2018;9;Guadiana;NO;Gasset;Becea;42;9;0;0;0;
2018;9;Guadiana;NO;Horno Tejero;Lácara;24;18;0;0;0;
2018;9;Guadiana;NO;La Cabezuela;Jabalón;43;11;0;0;0;
2018;9;Guadiana;NO;La Serena;Zújar;3.219;1.218;0;421;120;
2018;9;Guadiana;NO;Llerena;Conejo;9;7;0;0;0;
2018;9;Guadiana;NO;Los Molinos;Matachel;34;20;-1;0;0;
2018;9;Guadiana;NO;Montijo;Guadiana;11;4;0;0;0;
2018;9;Guadiana;NO;Nogales;Nogales;15;10;0;0;0;
2018;9;Guadiana;NO;Orellana;Guadiana;808;525;2;20;6;
2018;9;Guadiana;NO;Peñarroya;Guadiana;51;22;0;0;0;
2018;9;Guadiana;NO;Piedra Aguda;Olivenza;16;5;0;0;0;
2018;9;Guadiana;NO;Proserpina;Pardilla;5;3;0;0;0;
2018;9;Guadiana;NO;Pto. Vallehermoso;Azuer;7;2;0;0;0;
2018;9;Guadiana;NO;Ruecas;Ruecas;44;20;0;0;0;
2018;9;Guadiana;NO;Sierra Brava;Pizarroso;233;142;18;0;0;
2018;9;Guadiana;NO;Tentudia;Bodión;5;2;0;0;0;
2018;9;Guadiana;NO;Torre de Abrahán;Bullaque;183;14;-1;0;0;
2018;9;Guadiana;NO;Valuengo;Ardila;20;9;0;0;0;
2018;9;Guadiana;NO;Vega del Jabalón;Jabalón;34;7;-1;0;0;
2018;9;Guadiana;NO;Villar del Rey;Zapatón;131;66;-1;0;0;
2018;9;Guadiana;NO;Zújar;Zújar;302;211;-2;18;9;
2018;9;Tinto, Odiel y Piedras;NO;Corumbel Bajo;Corumbel;19;10;0;0;0;
2018;9;Tinto, Odiel y Piedras;NO;Jarrama;Jarrama;43;30;0;0;0;
2018;9;Tinto, Odiel y Piedras;NO;Los Machos;Piedras;12;4;0;0;0;
2018;9;Tinto, Odiel y Piedras;NO;Odiel;Odiel;8;7;0;0;0;
2018;9;Tinto, Odiel y Piedras;NO;Olivargas;Olivargas;29;27;0;0;0;
2018;9;Tinto, Odiel y Piedras;NO;Piedras;Piedras;60;46;0;0;0;
2018;9;Tinto, Odiel y Piedras;NO;Sancho;Meca;58;48;0;0;0;
2018;9;Guadalete-Barbate;NO;Almodóvar;Almodóvar;6;2;0;0;0;
2018;9;Guadalete-Barbate;NO;Arcos de la Frontera;Guadalete;14;12;-1;0;0;
2018;9;Guadalete-Barbate;NO;Barbate;Barbate;228;87;0;0;0;
2018;9;Guadalete-Barbate;NO;Bornos;Guadalete;200;48;0;18;4;
2018;9;Guadalete-Barbate;NO;Celemín;Celemín;45;19;0;0;0;
2018;9;Guadalete-Barbate;NO;Guadalcacín II;Majaceite;800;339;-1;0;0;
2018;9;Guadalete-Barbate;NO;Hurones, Los;Majaceite;135;33;-1;23;4;
2018;9;Guadalete-Barbate;NO;Zahara-El Gastor;Guadalete;223;109;0;0;0;
2018;9;Guadalquivir;NO;Agrio (Aznalcollar);Agrio;20;9;0;0;0;
2018;9;Guadalquivir;NO;Aguascebas;Aguascebas;6;4;0;0;0;
2018;9;Guadalquivir;NO;Aracena;Rivera de Huelva;129;72;0;0;0;
2018;9;Guadalquivir;NO;Arenoso;Arenoso;167;30;0;0;0;
2018;9;Guadalquivir;NO;Bembézar;Bembézar;342;132;0;53;15;
2018;9;Guadalquivir;NO;Bermejales;Cacín;103;31;0;6;5;
2018;9;Guadalquivir;NO;Bolera, La;Guadalentín;53;20;1;0;0;
2018;9;Guadalquivir;NO;Breña II, La;Guadiato;823;196;0;0;0;
2018;9;Guadalquivir;SI;Cala;Rivera de Cala;59;17;0;21;6;
2018;9;Guadalquivir;NO;Canales;Genil;70;20;0;43;25;
2018;9;Guadalquivir;NO;Colomera;Colomera;40;7;0;0;0;
2018;9;Guadalquivir;NO;Cubillas;Cubillas;19;11;0;0;0;
2018;9;Guadalquivir;NO;El Portillo;Castril;33;30;1;0;0;
2018;9;Guadalquivir;NO;Fernandina, La;Guarrizas;245;77;0;0;0;
2018;9;Guadalquivir;NO;Francisco Abellán;Fardes;58;19;0;0;0;
2018;9;Guadalquivir;NO;Fresneda;Fresneda;13;4;0;0;0;
2018;9;Guadalquivir;NO;Gergal;Rivera de Huelva;35;21;0;0;0;
2018;9;Guadalquivir;NO;Giribaile;Guadalimar;475;113;0;0;0;
2018;9;Guadalquivir;NO;Guadalén;Guadalén;168;34;1;13;2;
2018;9;Guadalquivir;NO;Guadalmellato;Guadalmellato;147;60;-1;13;4;
2018;9;Guadalquivir;NO;Guadalmena;Guadalmena;347;95;0;86;8;
2018;9;Guadalquivir;NO;Huesna;Rivera de Huesna;135;86;0;0;0;
2018;9;Guadalquivir;NO;Iznájar;Genil;981;297;3;279;24;
2018;9;Guadalquivir;NO;Jándula;Jándula;322;74;1;86;3;
2018;9;Guadalquivir;NO;José Torán;Guadalbarcar;113;34;0;0;0;
2018;9;Guadalquivir;NO;Martín Gonzalo;Martín Gonzalo;18;9;0;0;0;
2018;9;Guadalquivir;NO;Melonares, Los;Viar;186;128;-2;0;0;
2018;9;Guadalquivir;NO;Minilla, La;Rivera de Huelva;58;46;0;0;0;
2018;9;Guadalquivir;NO;Montoro;Montoro;105;52;-1;0;0;
2018;9;Guadalquivir;NO;Negratín;Guadiana Menor;567;209;1;45;11;
2018;9;Guadalquivir;NO;Pintado, El;Viar;213;85;0;77;24;
2018;9;Guadalquivir;NO;Puebla de Cazalla;Carbones;74;14;0;0;0;
2018;9;Guadalquivir;NO;Puente Nuevo;Guadiato;282;97;0;9;2;
2018;9;Guadalquivir;NO;Quéntar;Aguas Blancas;14;7;0;0;0;
2018;9;Guadalquivir;NO;Quiebrajano;Quiebrajano;32;7;0;4;3;
2018;9;Guadalquivir;NO;Retortillo;Retortillo;61;24;-1;2;1;
2018;9;Guadalquivir;NO;Rumblar;Rumblar;126;25;0;16;3;
2018;9;Guadalquivir;NO;San Clemente;Guardal;118;11;0;0;0;
2018;9;Guadalquivir;NO;San Rafael de Navallana;Guadalmellato;157;52;0;0;0;
2018;9;Guadalquivir;NO;Sierra Boyera;Guadiato;41;13;-1;0;0;
2018;9;Guadalquivir;NO;Siles;Guadalimar;30;7;0;0;0;
2018;9;Guadalquivir;NO;Torre del Águila;Salado;49;14;0;0;0;
2018;9;Guadalquivir;NO;Tranco de Beas;Guadalquivir;498;172;2;175;24;
2018;9;Guadalquivir;NO;Vadomojón;Guadajoz;163;38;0;0;0;
2018;9;Guadalquivir;NO;Víboras;Víboras;19;10;1;0;0;
2018;9;Guadalquivir;NO;Yeguas;Yeguas;229;52;0;29;22;
2018;9;Guadalquivir;NO;Zufre;Rivera de Huelva;175;113;0;0;0;
2018;9;Cuenca Mediterránea Andaluza;NO;Benínar;Grande de Adra;63;5;0;0;0;
2018;9;Cuenca Mediterránea Andaluza;NO;Béznar;Izbor;53;26;0;0;0;
2018;9;Cuenca Mediterránea Andaluza;NO;Casasola;Campanillas;22;9;0;0;0;
2018;9;Cuenca Mediterránea Andaluza;NO;Charco Redondo;Palmones;82;25;0;0;0;
2018;9;Cuenca Mediterránea Andaluza;NO;Concepción;Verde de Marbella;62;31;0;0;0;
2018;9;Cuenca Mediterránea Andaluza;NO;Conde Guadalhorce;Turón;66;22;0;5;1;
2018;9;Cuenca Mediterránea Andaluza;NO;Cuevas de Almanzora;Almanzora;161;9;0;0;0;
2018;9;Cuenca Mediterránea Andaluza;NO;Guadalhorce-Guadalteba;Gudalhorce-Guadalteba;279;98;-1;23;5;
2018;9;Cuenca Mediterránea Andaluza;NO;Guadarranque;Guadarranque;88;42;-1;0;0;
2018;9;Cuenca Mediterránea Andaluza;NO;Limonero;Guadalmedina;22;10;0;0;0;
2018;9;Cuenca Mediterránea Andaluza;NO;Rules;Guadalfeo;111;43;-1;0;0;
2018;9;Cuenca Mediterránea Andaluza;NO;Viñuela, La;Guaro;165;35;-1;0;0;
2018;9;Segura;NO;Alfonso XIII;Quípar;22;5;0;4;1;
2018;9;Segura;NO;Algeciras;Algeciras;45;6;0;0;0;
2018;9;Segura;SI;Anchuricas;Segura;6;5;0;4;3;
2018;9;Segura;NO;Argos;Argos;10;8;0;2;1;
2018;9;Segura;NO;Camarillas;Mundo;36;9;0;8;2;
2018;9;Segura;NO;Cenajo;Segura;437;37;1;103;8;
2018;9;Segura;NO;Cierva, La;Mula;7;4;0;0;0;
2018;9;Segura;NO;Crevillente;Rambla de Bosch;13;3;-1;0;0;
2018;9;Segura;NO;Fuensanta;Segura;210;23;0;45;5;
2018;9;Segura;NO;La Pedrera;Dep.Arr.Grande;246;63;0;0;0;
2018;9;Segura;NO;Puentes;Guadalentín;26;3;0;0;0;
2018;9;Segura;NO;Santomera;Rambla Salada;26;2;0;0;0;
2018;9;Segura;NO;Taibilla;Taibilla;9;3;0;2;1;
2018;9;Segura;NO;Talave;Mundo;35;15;1;10;4;
2018;9;Segura;NO;Valdeinfierno;Alcaide;13;0;0;0;0;
2018;9;Júcar;NO;Alarcón;Júcar;1.118;307;0;1.596;441;
2018;9;Júcar;NO;Algar;Palancia;6;0;0;0;0;
2018;9;Júcar;NO;Amadorio;Amadorio;16;7;1;0;0;
2018;9;Júcar;NO;Arenós;Mijares;137;72;2;113;62;
2018;9;Júcar;NO;Arquillo de San Blas;Turia;21;3;0;7;1;
2018;9;Júcar;NO;Bellús;Albaida;69;9;0;0;0;
2018;9;Júcar;NO;Benagéber;Turia;221;70;1;59;18;
2018;9;Júcar;NO;Beniarrés;Serpis;27;16;0;0;0;
2018;9;Júcar;NO;Buseo;Sot de Chera;8;3;0;0;0;
2018;9;Júcar;NO;Contreras;Cabriel;852;86;0;549;55;
2018;9;Júcar;SI;Cortes II;Júcar;118;108;-4;17;12;
2018;9;Júcar;NO;El Naranjero;Júcar;29;23;5;0;0;
2018;9;Júcar;NO;Escalona;Escalona;99;5;0;0;0;
2018;9;Júcar;NO;Forata;Magro;37;14;0;0;0;
2018;9;Júcar;NO;Guadalest;Guadalest;13;8;0;0;0;
2018;9;Júcar;SI;La Muela;Júcar;20;8;-1;0;0;
2018;9;Júcar;SI;La Toba;Júcar;10;3;0;17;5;
2018;9;Júcar;NO;Loriguilla;Turia;73;19;0;18;5;
2018;9;Júcar;NO;María Cristina;Rambla Viuda;18;2;0;0;0;
2018;9;Júcar;NO;Regajo;Palancia;6;5;0;0;0;
2018;9;Júcar;NO;Sichar;Mijares;49;14;0;3;1;
2018;9;Júcar;NO;Tous - La Ribera;Júcar;379;113;5;0;0;
2018;9;Júcar;NO;Ulldecona;Cenia;11;0;-1;0;0;
2018;9;Ebro;NO;Albiña;Albiña;5;4;0;3;2;
2018;9;Ebro;NO;Alcañiz (Estanca);Guadalope;7;4;0;3;2;
2018;9;Ebro;NO;Alloz;Salado;66;54;-1;40;33;
2018;9;Ebro;NO;Barasona;Ésera;85;53;4;54;35;
2018;9;Ebro;SI;Baserca;Noguera-Ribagorzana;22;5;0;98;22;
2018;9;Ebro;NO;Búbal;Gállego;63;26;2;73;29;
2018;9;Ebro;NO;Calanda;Guadalope;54;15;0;16;4;
2018;9;Ebro;SI;Camarasa;Noguera-Pallaresa;163;148;2;63;55;
2018;9;Ebro;SI;Canelles;Noguera-Ribagorzana;679;322;-2;395;168;
2018;9;Ebro;NO;Caspe;Guadalope;82;25;0;17;5;
2018;9;Ebro;SI;Cavallers;Noguera de Tort;16;4;0;54;13;
2018;9;Ebro;SI;Certescáns;Certescáns;16;8;0;97;49;
2018;9;Ebro;NO;Ciurana;Ciurana;12;2;0;0;0;
2018;9;Ebro;NO;Cueva Foradada;Martín;22;7;0;4;1;
2018;9;Ebro;NO;Ebro;Ebro;541;302;24;468;251;
2018;9;Ebro;SI;Escales;Noguera-Ribagorzana;152;62;2;149;60;
2018;9;Ebro;NO;Eúgui;Arga;21;18;0;10;8;
2018;9;Ebro;NO;González Lacasa;Albercos;33;23;3;20;15;
2018;9;Ebro;NO;Grado, El;Cinca;400;390;12;112;109;
2018;9;Ebro;NO;Guiamets;Asmat;10;2;0;0;0;
2018;9;Ebro;SI;Ip;Barranco de Ip;5;1;0;14;1;
2018;9;Ebro;SI;Irabia;Irati;14;11;-1;17;14;
2018;9;Ebro;NO;Itoiz;Irati;417;392;32;234;224;
2018;9;Ebro;NO;Lanuza;Gállego;17;11;-1;34;23;
2018;9;Ebro;NO;Las Fitas;Barranco Carnerario;9;8;0;5;5;
2018;9;Ebro;NO;Laverné;Barranco Vitale;38;20;-1;8;4;
2018;9;Ebro;SI;Llauset;Llauset;17;7;-1;49;22;
2018;9;Ebro;NO;Loteta (La);Derivación Canal Imperial;104;6;0;30;0;
2018;9;Ebro;NO;Maidevera;Aranda;20;6;1;6;2;
2018;9;Ebro;NO;Mansilla;Najerilla;68;43;5;62;39;
2018;9;Ebro;NO;Mediano;Cinca;435;104;-4;267;68;
2018;9;Ebro;SI;Mequinenza;Ebro;1.534;1.387;76;265;234;
2018;9;Ebro;NO;Moneva;Aguas Vivas;8;1;0;2;0;
2018;9;Ebro;NO;Monteagudo;Nájima;10;5;0;3;1;
2018;9;Ebro;NO;Oliana;Segre;84;58;2;57;38;
2018;9;Ebro;NO;Pajares;Lumbreras;35;14;3;21;8;
2018;9;Ebro;NO;Pena;Pena;18;10;0;2;1;
2018;9;Ebro;NO;Peña, La;Gállego;15;10;-2;10;7;
2018;9;Ebro;NO;Puente de Santolea;Guadalope;18;18;0;7;7;
2018;9;Ebro;NO;Rialb;Segre;404;205;8;217;110;
2018;9;Ebro;SI;Ribarroja;Ebro;210;205;14;12;11;
2018;9;Ebro;SI;Sallente;Flamisell;6;0;0;25;1;
2018;9;Ebro;NO;San Bartolomé;Arba;6;2;0;2;1;
